@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.179848,0.253738,0.283569,0.387161,0.503291,0.668968,0.496033,0.673368,0.279789,0.363743,0.337141,0.3372,0.249842,0.0868043,0.609291,0.383742,0.249252,0.255826,0.255233,0.498797,0.67209,1
0.0848066,0.108996,0.201905,0.234969,0.487557,0.763275,0.47739,0.756843,0.201858,0.220573,0.213007,0.213035,0.0724889,0.00486489,0.477997,0.150609,0.0967267,0.410033,0.0782329,0.482126,0.760797,0
0.101698,0.0868001,0.177779,0.136675,0.277443,0.294327,0.274439,0.292407,0.169839,0.140427,0.151856,0.151882,0.0349372,0.0268392,0.101798,0.0923873,0.0764915,0.346634,0.0375282,0.275738,0.293694,0
0.144652,0.208669,0.256953,0.187349,0.440854,0.206333,0.438741,0.206887,0.199916,0.219735,0.218289,0.218305,0.200077,0.150453,0.263176,0.224426,0.202254,0.290659,0.20158,0.439887,0.206895,1
0.223923,0.235994,0.286092,0.347882,0.30823,0.416674,0.306193,0.424649,0.286258,0.338539,0.321534,0.321587,0.140468,0.0972802,0.419287,0.297428,0.227053,0.369796,0.144784,0.306717,0.421137,1
0.0169195,0.0198087,0.0372494,0.0261936,0.0526472,0.0852592,0.0511897,0.0842554,0.0337292,0.0279727,0.0300315,0.0300375,0.0179336,0.0843072,0.02737,0.041805,0.018763,0.0662681,0.018469,0.0518684,0.0847739,0
0.057253,0.0732502,0.0700303,0.0404442,0.0352366,0.0419882,0.0358459,0.0432464,0.0602498,0.0517955,0.055616,0.0556264,0.0599424,0.408563,0.00895424,0.0727939,0.0742504,0.0324677,0.0597292,0.0354987,0.0426612,0
0.0819677,0.181892,0.295504,0.248528,0.467322,0.543724,0.455888,0.530102,0.275805,0.256116,0.26325,0.263273,0.229627,0.0327675,0.48439,0.36859,0.176343,0.255966,0.237737,0.460579,0.537335,0
0.17475,0.271208,0.386919,0.326174,0.657379,0.559382,0.651287,0.557222,0.382142,0.329489,0.344403,0.344402,0.242788,0.0899829,0.286415,0.414108,0.264465,0.324392,0.248603,0.654069,0.559053,1
0.201534,0.403046,0.422335,0.397344,0.959338,0.585965,0.948553,0.582762,0.377684,0.418592,0.405664,0.40569,0.502492,0.130295,0.648425,0.6056,0.398259,0.324723,0.507221,0.953386,0.584974,1
0.430432,0.394448,0.577321,0.628928,0.739495,0.798779,0.736299,0.811604,0.486825,0.659128,0.603144,0.603198,0.241963,0.0759229,1,0.399959,0.373984,0.74941,0.249852,0.736966,0.806344,1
0.0459448,0.0503283,0.0957894,0.0629531,0.111643,0.125017,0.110473,0.124143,0.0815844,0.0726638,0.0759042,0.0759123,0.0327613,0.0402999,0.0601754,0.0544953,0.0467684,0.147616,0.0338309,0.111031,0.124598,0
0.359811,0.469424,0.617625,0.513108,0.907989,0.776061,0.904898,0.780764,0.519288,0.565207,0.549604,0.549677,0.398382,0.104072,0.629422,0.579225,0.459996,0.479329,0.404843,0.905829,0.779651,1
0.0750366,0.101802,0.170113,0.11961,0.300928,0.271833,0.298147,0.269945,0.142441,0.140914,0.139794,0.139806,0.0858602,0.0632319,0.163463,0.174738,0.0979045,0.177591,0.0883527,0.299416,0.271182,0
0.133324,0.260158,0.253217,0.213528,0.263926,0.32753,0.261031,0.326162,0.219062,0.237183,0.233267,0.233274,0.311645,0.159178,0.341622,0.360979,0.259705,0.146846,0.314008,0.261593,0.327246,1
0.0940164,0.0454567,0.0685408,0.0559153,0.076825,0.0520312,0.0770352,0.0543651,0.0568356,0.0610162,0.0599151,0.059927,0.0102127,0.136188,0.0303252,0.036633,0.0438076,0.0931017,0.0106058,0.076917,0.0531582,0
0.165217,0.192167,0.246483,0.242398,0.295415,0.449213,0.292711,0.450926,0.251092,0.237607,0.243296,0.243335,0.138696,0.111869,0.219798,0.281103,0.185667,0.286376,0.142371,0.293654,0.450592,0
0.145297,0.224316,0.244868,0.268863,0.298413,0.294783,0.295625,0.298555,0.279741,0.256587,0.262248,0.262271,0.263406,0.136188,0.176524,0.373047,0.216044,0.347382,0.265353,0.2962,0.29694,1
0.135204,0.245544,0.402314,0.267118,0.65718,0.925495,0.648854,0.913897,0.344683,0.308776,0.318766,0.318794,0.282252,0.0667043,0.354651,0.516746,0.23767,0.34507,0.289585,0.652025,0.920662,0
0.211228,0.364977,0.399436,0.330877,0.554638,0.482977,0.549862,0.481245,0.347494,0.357358,0.354041,0.354106,0.412824,0.161963,0.44739,0.4901,0.359948,0.315186,0.416716,0.551802,0.482897,1
0.0946526,0.121949,0.10728,0.116584,0.102624,0.137425,0.102657,0.141513,0.113186,0.115032,0.113441,0.113458,0.109953,0.32831,0.0718594,0.152548,0.122,0.0779806,0.110172,0.102584,0.139849,0
0.0593798,0.0581679,0.0802626,0.0974465,0.144261,0.132891,0.14154,0.13323,0.0877979,0.09184,0.0908722,0.0908857,0.030638,0.0544774,0.108763,0.0705191,0.0535408,0.179903,0.0321125,0.14272,0.133195,0
0.0883291,0.133402,0.249105,0.182199,0.4525,0.366694,0.446488,0.360664,0.197424,0.219331,0.211733,0.211761,0.117762,0.0359168,0.396966,0.237975,0.127153,0.253881,0.122947,0.448785,0.364342,0
0.0153909,0.020712,0.0271485,0.0160146,0.0339117,0.0399418,0.0329366,0.0394835,0.0201129,0.0190158,0.0207129,0.0207107,0.0245841,0.100518,0.025518,0.0377275,0.0215112,0.0161863,0.0248394,0.0333313,0.039737,0
0.215055,0.267191,0.292932,0.24828,0.359616,0.352891,0.358112,0.35514,0.277884,0.264576,0.263732,0.26376,0.203411,0.175101,0.205923,0.294323,0.2626,0.26408,0.205832,0.358573,0.354932,0
0.168047,0.176149,0.288989,0.224753,0.48235,0.402011,0.478979,0.401338,0.252884,0.248261,0.24832,0.248347,0.13273,0.0648535,0.268659,0.242432,0.167329,0.342432,0.136608,0.480319,0.402259,1
0.544217,0.792122,0.773412,0.734913,0.592459,0.671711,0.597779,0.692157,0.687331,0.785444,0.745,0.74519,0.813733,0.166758,0.677615,0.86603,0.789501,0.426618,0.816022,0.593831,0.682703,1
0.0549268,0.0641524,0.0640724,0.0709811,0.0714924,0.103337,0.0708789,0.105462,0.0679479,0.0665114,0.0674253,0.0674351,0.0482207,0.175101,0.0460596,0.0881023,0.0641409,0.0564729,0.0487068,0.0711357,0.104367,0
0.155257,0.0886552,0.174832,0.145186,0.222753,0.173486,0.222199,0.17593,0.160515,0.148448,0.155148,0.155185,0.0244788,0.0389133,0.0884956,0.0828016,0.0796977,0.31039,0.0266794,0.222328,0.174517,1
0.0773153,0.12745,0.203639,0.175894,0.386922,0.390045,0.380462,0.384746,0.19901,0.177424,0.185318,0.185342,0.119429,0.0529615,0.202251,0.224183,0.120708,0.26597,0.123607,0.383342,0.387602,0
0.158447,0.15855,0.329136,0.249998,0.502926,0.538203,0.498773,0.535522,0.242136,0.277098,0.271352,0.271282,0.0828946,0.0324267,0.45785,0.176655,0.141794,0.552273,0.087398,0.500639,0.537523,0
0.0732516,0.131789,0.206705,0.179629,0.51069,0.47861,0.501915,0.471053,0.171842,0.198634,0.1906,0.190602,0.142486,0.0145947,0.485172,0.224727,0.12501,0.268816,0.14704,0.505743,0.475591,0
0.186134,0.232591,0.41209,0.301468,0.756875,0.826267,0.747385,0.816009,0.349044,0.346166,0.347443,0.347471,0.176967,0.0304526,0.520417,0.291533,0.214523,0.61802,0.183267,0.751237,0.822298,1
0.0648013,0.138016,0.124784,0.104963,0.0601012,0.13897,0.0597339,0.13983,0.112781,0.110473,0.111304,0.111315,0.190391,0.222986,0.111485,0.218546,0.13916,0.0553262,0.190592,0.0596306,0.139603,1
0.0982131,0.0942203,0.195891,0.162431,0.311585,0.283397,0.307567,0.280895,0.182449,0.169057,0.172483,0.172497,0.0436232,0.0155641,0.186187,0.115429,0.0827403,0.381894,0.0469363,0.3091,0.282628,0
0.149465,0.225558,0.327603,0.259463,0.590966,0.424564,0.583919,0.419084,0.277099,0.284053,0.281129,0.281168,0.206201,0.0720275,0.430158,0.312722,0.217042,0.353959,0.211127,0.586942,0.422136,1
0.00521259,0.00201636,0.00883045,0.000723122,0.00616519,0.00498023,0.00544059,0.0046929,0.00427178,0.00364276,0.00410822,0.00410969,0,0.0756585,0.00489584,0.00170968,0.00242103,0.019894,0,0.00579837,0.00477666,1
0.188811,0.279854,0.315531,0.259352,0.321852,0.322537,0.322203,0.326808,0.264797,0.289605,0.281062,0.281096,0.270969,0.193967,0.27283,0.377754,0.277895,0.196882,0.272956,0.321709,0.32512,1
0.105628,0.146662,0.218477,0.155775,0.296194,0.274743,0.293848,0.272988,0.175891,0.185124,0.181706,0.181728,0.126237,0.0522859,0.268378,0.179803,0.140551,0.256859,0.12878,0.294713,0.274382,0
0.078635,0.128402,0.138821,0.116073,0.235756,0.258894,0.232349,0.256773,0.127955,0.11691,0.122392,0.122384,0.164052,0.133755,0.143018,0.25221,0.128773,0.0713991,0.165527,0.233698,0.258207,1
0.0948995,0.196151,0.313434,0.269117,0.686071,0.652384,0.673494,0.640071,0.27006,0.283696,0.281568,0.281597,0.245262,0.0426148,0.683936,0.39679,0.189576,0.28886,0.252838,0.678949,0.646784,1
0.0648867,0.107802,0.20101,0.157374,0.471789,0.462472,0.464528,0.455777,0.182376,0.16499,0.170746,0.17076,0.0981786,0.0194596,0.211512,0.193115,0.102158,0.227741,0.102829,0.467715,0.459522,1
0.0843129,0.102995,0.191842,0.154656,0.296451,0.350219,0.29311,0.34829,0.160835,0.168721,0.167411,0.167452,0.0694357,0.0462047,0.236418,0.159716,0.0965958,0.246942,0.0729214,0.294555,0.349628,0
0.0973111,0.0981885,0.108606,0.0808884,0.0975659,0.130519,0.0976916,0.132104,0.0994685,0.0887095,0.0933152,0.0933247,0.0742262,0.204279,0.0468165,0.114914,0.0976428,0.0853825,0.0748308,0.0974195,0.131194,0
0.0308767,0.0524575,0.0854257,0.0586282,0.147537,0.201814,0.14498,0.199333,0.0721024,0.0718255,0.0712139,0.0712107,0.0542921,0.0410754,0.117138,0.0893685,0.0510216,0.0907039,0.0557369,0.146097,0.200851,0
0.00450998,0.0134854,0.00893684,0.00434334,0.00542042,0.00163203,0.00470479,0.0016041,0.00415446,0.00732692,0.00671343,0.00671106,0.0218818,0.170777,0.0155572,0.0201514,0.0147879,0,0.0216629,0.00501376,0.0015095,0
0.0739352,0.136644,0.124834,0.0914773,0.133121,0.0921271,0.132853,0.0933019,0.102268,0.106778,0.10554,0.105534,0.179599,0.206229,0.108707,0.144558,0.136559,0.0872636,0.179309,0.132705,0.0929869,0
0.27771,0.400981,0.509269,0.314604,0.565208,0.46783,0.567244,0.469785,0.389205,0.401118,0.396021,0.396057,0.383923,0.210119,0.349336,0.534208,0.396149,0.324714,0.386634,0.566075,0.46973,1
0.370416,0.416854,0.42,0.412594,0.340302,0.38563,0.342984,0.398199,0.391757,0.418379,0.413928,0.413985,0.313364,0.295907,0.326677,0.443881,0.411542,0.344472,0.315831,0.341203,0.392594,1
0.270665,0.434226,0.470761,0.474889,0.482343,0.714081,0.480117,0.720987,0.40056,0.478925,0.457758,0.457822,0.43174,0.159537,0.555308,0.417163,0.42687,0.407957,0.434005,0.480354,0.718174,1
0.334137,0.269821,0.481125,0.367669,0.426764,0.37105,0.428898,0.376865,0.385431,0.405914,0.404142,0.404167,0.119481,0.0616102,0.390299,0.23967,0.254372,0.559811,0.123885,0.427072,0.374235,0
0.192144,0.302082,0.210635,0.168151,0.342403,0.326972,0.339382,0.326022,0.170272,0.194148,0.188739,0.188764,0.314101,0.213485,0.296593,0.281833,0.304379,0.0898109,0.313869,0.340544,0.32677,1
0.166423,0.202894,0.430971,0.297208,0.824798,0.675771,0.816151,0.666609,0.33622,0.362584,0.352157,0.35223,0.133186,0.0194596,0.60057,0.30544,0.186894,0.549549,0.141642,0.819599,0.672078,0
0.0248381,0.035746,0.0413861,0.0358291,0.0211486,0.0210608,0.0208091,0.0220207,0.0363667,0.0361741,0.036702,0.036696,0.0391486,0.113491,0.0222809,0.0380494,0.0358901,0.0403501,0.0391946,0.0209872,0.0217432,0
0.193027,0.201426,0.292218,0.207112,0.339611,0.22826,0.338244,0.227772,0.243702,0.244877,0.24603,0.246037,0.156682,0.107004,0.227165,0.273621,0.193061,0.341022,0.159469,0.338448,0.22803,1
0.013492,0.0210669,0.0255401,0.0193861,0.0292408,0.0260108,0.0282457,0.025807,0.023697,0.0203353,0.021753,0.0217608,0.021759,0.105618,0.0225144,0.0443373,0.0217238,0.0205921,0.0220448,0.0286982,0.0259113,0
0.327538,0.418289,0.509863,0.370464,0.413294,0.418701,0.416609,0.424652,0.444843,0.412543,0.425756,0.425808,0.39124,0.222199,0.267621,0.484398,0.407028,0.507454,0.393786,0.414172,0.421907,0
0.346851,0.268675,0.445741,0.363385,0.489496,0.520223,0.489794,0.525547,0.391911,0.390583,0.394499,0.394554,0.128395,0.0750416,0.340567,0.25676,0.251624,0.605397,0.133293,0.489321,0.522746,1
0.104394,0.132547,0.211324,0.187657,0.267637,0.381979,0.263854,0.379924,0.193334,0.196802,0.196479,0.196492,0.106724,0.0455526,0.278242,0.188924,0.126123,0.259366,0.110224,0.265327,0.381303,1
0.158998,0.236236,0.260264,0.244844,0.388307,0.326117,0.386051,0.329361,0.232593,0.25727,0.251021,0.251039,0.260704,0.121058,0.262338,0.270716,0.231127,0.266858,0.26209,0.387161,0.328346,0
0.309299,0.492378,0.422184,0.329532,0.289894,0.230164,0.295182,0.240695,0.354068,0.380363,0.372369,0.372425,0.53778,0.466924,0.22293,0.571342,0.494495,0.172691,0.536591,0.292025,0.236391,0
0.144338,0.165906,0.191222,0.170533,0.172053,0.152977,0.17253,0.15723,0.167505,0.185683,0.179426,0.179447,0.132273,0.185518,0.163785,0.207079,0.164254,0.142485,0.133605,0.172124,0.155346,1
0.0475304,0.0374397,0.0754938,0.0485874,0.0575125,0.0698788,0.0574386,0.0704705,0.053555,0.0606075,0.0587031,0.0587098,0.0142486,0.0875505,0.0570672,0.0331135,0.0356611,0.0939357,0.0149453,0.057471,0.0703143,0
0.117696,0.137338,0.135492,0.129858,0.0760489,0.0821714,0.077353,0.0872641,0.116018,0.140458,0.132713,0.132737,0.121148,0.188714,0.10671,0.147305,0.137688,0.0758049,0.121264,0.0766731,0.0842934,0
0.159748,0.266256,0.348042,0.288669,0.283499,0.34137,0.283972,0.345273,0.277253,0.333975,0.314415,0.314465,0.290412,0.0919688,0.500793,0.38568,0.264334,0.190886,0.293334,0.283264,0.343768,1
0.108714,0.158937,0.201542,0.186211,0.250354,0.343485,0.248459,0.344989,0.173569,0.195612,0.189374,0.189385,0.152155,0.121487,0.249173,0.242331,0.156173,0.170026,0.154487,0.24899,0.344655,1
0.249084,0.383543,0.445033,0.395419,0.73019,0.757871,0.722147,0.754313,0.422437,0.410758,0.410488,0.410496,0.391275,0.127345,0.437703,0.540389,0.366639,0.647537,0.39422,0.72493,0.757911,0
0.196853,0.317536,0.413936,0.290018,0.441762,0.574415,0.440568,0.573302,0.309392,0.344117,0.338491,0.338531,0.320752,0.164102,0.475042,0.435569,0.314407,0.243406,0.324666,0.440381,0.574619,1
0.217837,0.33699,0.43614,0.330619,0.506443,0.544529,0.504135,0.543904,0.373635,0.371934,0.375847,0.375896,0.346248,0.111176,0.385628,0.526096,0.331779,0.308768,0.350807,0.504828,0.545044,0
0.349775,0.400336,0.513906,0.419637,0.695889,0.820701,0.690693,0.818768,0.436494,0.469073,0.460798,0.460872,0.293904,0.0769864,0.599942,0.382525,0.38532,0.601993,0.299774,0.692191,0.820153,1
1,0.877583,1,1,0.864008,0.691178,0.874107,0.727851,1,1,1,1,0.49807,0.249678,0.569013,0.887712,0.855262,1,0.505103,0.867804,0.711549,0
0.0686656,0.112884,0.216556,0.148751,0.522713,0.543215,0.516313,0.537011,0.18761,0.173248,0.175608,0.175643,0.11062,0.0243186,0.204611,0.20366,0.107229,0.229722,0.114841,0.519409,0.540305,0
0.14938,0.150969,0.319868,0.244724,0.650815,0.662688,0.64439,0.658274,0.284975,0.268638,0.274396,0.274413,0.0855619,0.00695069,0.303293,0.158249,0.13512,0.524143,0.090453,0.647368,0.661611,1
0.0780654,0.0964625,0.106998,0.0663845,0.0724034,0.0648874,0.0733794,0.0667376,0.0742868,0.0900911,0.0854041,0.0854108,0.091686,0.275154,0.0732685,0.0997697,0.0972338,0.0478563,0.091616,0.0728013,0.0657637,0
0.373331,0.420886,0.566394,0.447723,0.518455,0.472498,0.520194,0.479004,0.495239,0.502023,0.497085,0.497153,0.299695,0.118743,0.39786,0.484963,0.409383,0.516238,0.304826,0.518232,0.476747,0
